shift_app,shift_dis,chi2_sm_total,chi2_geo_total,delta_total,pos_channels,lock_ok,delta_T2K_app_FHC,delta_T2K_app_RHC,delta_T2K_dis_FHC,delta_T2K_dis_RHC
-4,-10,6029.817037293559,6029.062653084075,0.7543842094846696,2,False,0.772932778574841,0.1162620863731263,-0.07497374051126826,-0.059836914953393716
3,-8,6036.715432146644,6035.764246423285,0.9511857233592309,2,False,0.5885826894959791,0.5096445218432564,-0.0786742305158441,-0.06836725746524053
-2,3,6094.587443157447,6094.3192120748345,0.26823108261214657,3,False,0.4500657296164263,-0.26260964365224027,0.04279021866932453,0.037984777979318096
1,-6,6098.636142422348,6098.124563205398,0.51157921694994,2,False,0.40855707238051764,0.22002846084706107,-0.06162698721664128,-0.055379329061452154
-1,4,6103.63389348804,6103.480602411585,0.15329107645447948,3,False,0.15319023936513076,-0.08528320298603376,0.0441168502252367,0.0412671898507142
-3,2,6107.913412726854,6108.078759626293,-0.16534689943819103,2,False,-0.007785076448726613,-0.2062319354452029,0.01813847976472971,0.03053163269134984
-6,1,6159.807330202293,6159.465357848218,0.34197235407464177,3,False,0.33962687026496496,-0.06658964243410992,0.029049558099359274,0.03988556814408639
1,-7,6162.923886467914,6162.428280652861,0.4956058150528406,2,False,0.40855707238051764,0.22002846084706107,-0.07083860512466345,-0.06214111304984726
-7,-2,6212.877642711516,6212.721315390378,0.15632732113863312,1,False,0.2630735442880905,-0.0492840215151773,-0.03585742703194228,-0.021604774601421184
-7,-1,6229.83221621184,6229.619438264296,0.21277794754405477,2,False,0.2630735442880905,-0.0492840215151773,0.03879250536101608,-0.039804080589263435
1,-8,6240.799747505096,6240.318203459849,0.4815440452466646,2,False,0.40855707238051764,0.22002846084706107,-0.0786742305158441,-0.06836725746524053
-7,-3,6367.1734781672,6367.039696319406,0.1337818477941255,1,False,0.2630735442880905,-0.0492840215151773,-0.03356825135801955,-0.046439423619233366
-8,-2,6377.978808408305,6377.706863633377,0.2719447749277606,1,False,0.3603130414894622,-0.030906064927876287,-0.03585742703194228,-0.021604774601421184
-3,-5,6378.2117740440735,6378.522176768298,-0.3104027242243319,0,False,-0.007785076448726613,-0.2062319354452029,-0.04857665789904786,-0.04780905443141137
